118402	1.1894e+06	591	286519	316917	348696	37	64550	627429	315068	44	180278	395648	1477	1.41465e+06	383025	1097	2109	95247	565974	118540	31457	1.28558e+06	233255	188434	827693	616864	341053	872791	66037	239328	814346	181895	455554	354844	21	98197	294204	3637	485219	31571	434044	8768	51816	78642	1.43221e+06	67555	5202	406444	872477	164690	983216	187676	865390	304347	24937	149244	86240	314478	149	290217	217169	381945	nan	784983	222155	503144	327089	950128	383	287534	806016	439517	500296	208443	129879	2924	43755	105777	662983	661225	25319	1.49756e+06	1.36396e+06	54986	204719	178949	333275	828642	108937	347862	505411	483633	557858	112203	167245	6877	286309	105646	3503	390705	249259	136282	80272	292478	1.22354e+06	108	600447	149070	219527	138420	419016	635961	875972	nan	432733	320988	2395	234693	6685	120962	150267	390297	596063	268953	364	nan	721626	103228	965557	427767	324501	939331	337853	315372	121142	607884	337503	38216	75098	399200	695477	1.09264e+06	574539	22	112364	380954	211425	6	644462	4143	11282	15724	10827	946373	596062	151688	348377	101800	167055	454754	900115	27566	326026	8	186770	680669	61680	226313	95094	1341	953200	721331	645696	22	426655	942938	3301	746872	256486	403414	350569	1.13835e+06	167353	50479	124754	136084	528566	143766	116	89548	201482	669266	207664	150339	416103	654344	255257	408931	355889	137608	76609	78	355398	788510	2310	129790	272457	195551	768973	828179	96334	848	300995	275126	789701	97306	290256	625442	84617	252123	154755	389969	345144	133	304334	427799	81776	403141	152	1410	112339	13234	241548	131489	15080	484576	97157	745306	74240	215766	28	28	752622	508278	1.1143e+06	121031	20232	13517	184833	474106	426847	132	538242	343905	590245	8434	244594	60520	129	601864	43842	976401	108604	850292	378529	38208	10	5187	548770	372532	174126	80923	225197	172937	90181	300713	13571	595204	nan	1.02154e+06	308467	4510	665530	624931	116378	944592	132609
401	113944	11	66799	98450	3182	10	154	174774	93081	11	2227	83266	105	350405	603	4	10	188	185773	30999	65	325244	98655	2960	98893	177416	50235	348559	13796	1274	327760	33537	202325	96198	1	131	81359	24	43662	124	132673	16	99	586	624147	114	434	114937	169559	367	224704	398	173229	70820	119	34428	54	107261	1	17036	26459	111166	nan	342806	35130	151918	119378	19046	8	76597	291540	61227	141537	56586	715	15	109	192	274081	37148	1787	528328	528046	2180	289	249	83125	28463	541	60058	106760	65052	175857	4526	1230	1168	85511	546	16	125166	12063	220	413	78737	528889	1	187713	851	23669	584	126487	254235	199322	nan	170496	19319	10	242	1336	721	1876	138868	17607	74569	14	nan	252316	37165	254099	16617	1246	273412	73523	28970	162	198634	94698	93	305	144749	162013	27470	142373	7	9564	105333	1216	1	236596	12	38	37	67	108478	269197	235	14244	4843	224	105712	39950	66	54343	1	55034	63476	539	971	280	43	317211	258046	273060	2	134127	225570	1476	294994	83292	94064	1781	462924	32528	243	211	6005	33236	797	3	232	9232	131234	7705	242	93426	158007	32925	10891	76184	31144	27495	3	80662	100781	10	504	87575	828	229825	332980	134	8	89006	6849	121381	235	8264	118918	22535	42366	124	176556	88324	2	61771	116680	21036	108249	1	133	320	65	70714	7641	39	184239	4551	158894	221	5288	9	3	291456	170131	424697	44150	1100	110	51608	171412	155519	2	19375	23257	35062	55	26726	6955	34	207316	2141	437787	174	37278	102909	2605	1	519	212984	126955	10015	3639	29197	5544	3898	69063	750	217787	nan	226196	69450	4	213726	196959	128	338179	199
0.338677	9.57998	1.86125	23.314	31.0649	0.912543	27.027	0.238575	27.8556	29.5431	25	1.23531	21.0455	7.109	24.7697	0.157431	0.364631	0.474158	0.197382	32.8236	26.1507	0.206631	25.2995	42.2949	1.57084	11.948	28.761	14.7294	39.9361	20.8913	0.532324	40.2482	18.4376	44.413	27.1099	4.7619	0.133405	27.6539	0.659885	8.99841	0.392766	30.5667	0.182482	0.191061	0.745149	43.5794	0.168751	8.34295	28.2787	19.4342	0.222843	22.854	0.212068	20.0174	23.2695	0.477203	23.0683	0.062616	34.1076	0.671141	5.87009	12.1836	29.1052	nan	43.6705	15.8133	30.1937	36.4971	2.00457	2.08877	26.6393	36.1705	13.9305	28.2907	27.147	0.550512	0.512996	0.249114	0.181514	41.3406	5.61806	7.05794	35.2793	38.7143	3.96465	0.141169	0.139146	24.9419	3.4349	0.496617	17.2649	21.1234	13.4507	31.5236	4.03376	0.735448	16.9842	29.8667	0.51682	0.456751	32.0359	4.83954	0.16143	0.514501	26.9207	43.2261	0.925926	31.2622	0.570873	10.7818	0.421904	30.1867	39.9765	22.7544	nan	39.3998	6.01861	0.417537	0.103113	19.985	0.596055	1.24844	35.5801	2.95388	27.7257	3.84615	nan	34.9649	36.0028	26.3163	3.88459	0.383974	29.1071	21.7618	9.18598	0.133727	32.6763	28.0584	0.243354	0.406136	36.2598	23.2952	2.5141	24.7804	31.8182	8.51162	27.6498	0.575145	16.6667	36.7122	0.289645	0.33682	0.235309	0.618823	11.4625	45.1626	0.154923	4.08867	4.75737	0.134088	23.246	4.43832	0.239425	16.6683	12.5	29.4662	9.32553	0.873865	0.429052	0.294445	3.20656	33.2785	35.7736	42.2893	9.09091	31.4369	23.922	44.7137	39.4973	32.4743	23.317	0.508031	40.6663	19.4368	0.481388	0.169133	4.41272	6.28796	0.554373	2.58621	0.259079	4.58205	19.6086	3.71032	0.16097	22.4526	24.1474	12.8988	2.66329	21.4067	22.6324	35.89	3.84615	22.6962	12.7812	0.4329	0.38832	32.1427	0.423419	29.8873	40.2063	0.139099	0.943396	29.5706	2.4894	15.3705	0.241506	2.84714	19.0134	26.6318	16.8037	0.0801267	45.2744	25.5905	1.50376	20.2971	27.2745	25.7239	26.8514	0.657895	9.43262	0.284852	0.491159	29.2753	5.81113	0.258621	38.0207	4.68417	21.3193	0.297683	2.4508	32.1429	10.7143	38.7254	33.472	38.1133	36.4783	5.43693	0.81379	27.9214	36.1548	36.4344	1.51515	3.59968	6.76262	5.94025	0.652122	10.9267	11.4921	26.3566	34.4457	4.88345	44.8368	0.160215	4.38414	27.1866	6.81794	10	10.0058	38.8112	34.079	5.75158	4.49687	12.9651	3.20579	4.32242	22.9664	5.52649	36.5903	nan	22.1426	22.5146	0.0886918	32.1137	31.5169	0.109986	35.8016	0.150065
78.0477	38.644	38.9502	69.1187	55.7853	77.4861	4.7619	79.247	49.209	52.5141	2.27273	70.3756	62.7331	49.3919	46.6039	81.8364	60.8479	55.5342	81.1316	53.239	62.421	78.6257	69.6488	51.0571	71.1347	79.008	61.3585	75.9608	61.8059	39.5081	67.3406	54.3973	64.8104	41.1956	55.9782	19.0476	84.7074	53.1198	44.2324	81.3841	77.7706	49.7134	72.5822	73.8592	62.9543	55.018	81.7757	53.2527	56.6821	79.1304	80.5191	48.9121	71.6166	68.6888	60.8896	68.6393	50.3619	81.4018	56.9642	23.8255	84.974	33.7113	53.8044	nan	59.2454	55.2466	56.4392	51.3779	69.6003	30.8094	60.2673	56.1373	75.3187	61.3697	58.2584	74.0008	54.9761	72.1923	83.7111	40.2479	50.5509	82.1381	56.9307	62.1415	31.6509	84.4491	88.5413	44.4445	75.7001	72.5766	74.1755	63.7581	79.0967	68.5909	46.2265	72.8285	32.9388	47.3371	73.3372	62.6122	54.0294	32.9245	84.2195	70.9541	69.1957	49.5293	25	57.5068	66.5173	77.8415	76.1838	55.3786	70.2186	66.3922	nan	58.3356	25.7778	43.6796	81.5664	56.062	84.0202	76.985	63.4044	56.2784	54.9889	28.4932	nan	58.6113	59.2655	72.9439	34.7478	84.3323	62.3703	66.0569	79.5592	83.1467	44.7512	54.2265	78.5035	81.1238	43.6557	71.6257	65.6858	41.8179	4.54545	33.3055	52.4345	87.5005	0	58.8711	57.3829	66.5387	71.7397	68.5295	74.0947	52.9881	84.4088	69.2225	63.5304	82.4699	65.8491	33.1756	69.8887	79.3658	0	56.765	66.1032	66.8912	73.7259	79.6343	21.7311	55.2804	58.0199	75.3132	13.6364	53.521	45.4025	14.1113	53.4742	46.6275	55.7841	78.4737	42.2164	65.205	75.0094	82.5502	25.3903	70.1094	75.6991	14.1026	79.413	14.6215	39.5403	57.2286	87.0561	69.1447	80.1744	47.4151	69.1626	67.8557	51.5603	46.2883	10.8974	64.1558	73.7075	57.7301	75.2529	49.0583	77.9363	59.0498	53.4403	81.111	35.5993	64.9961	66.8544	41.6876	82.2409	50.031	39.3608	65.3848	72.3981	84.6927	65.491	57.9026	13.5338	67.104	42.6242	45.4508	67.7666	19.8392	47.0963	77.8159	59.9653	52.9306	17.4015	73.5766	46.1664	41.8347	71.7969	72.2102	79.0308	0	14.2857	56.7505	55.2384	61.4898	44.886	11.4785	71.1554	52.5724	51.5474	53.9766	7.95455	27.1893	32.4683	50.3691	58.2484	76.3085	77.4299	10.3846	57.6571	52.3506	63.4181	76.8626	49.5759	60.4091	47.6341	5.55556	52.3321	64.3639	52.649	64.9751	12.105	70.2414	73.9686	21.6387	72.4011	43.9886	57.261	nan	51.594	52.6577	63.067	63.2059	54.0713	83.1543	64.5505	85.0509
0.39203	0.0815139	0.334179	0.264323	0.173385	0.389175	0.047619	0.397265	0.134625	0.172068	0.102273	0.32332	0.24806	0.293919	0.0695069	0.402873	0.41887	0.376956	0.403892	0.145713	0.23705	0.397473	0.226922	0.11654	0.324723	0.352893	0.198401	0.333101	0.120555	0.101369	0.296772	0.112887	0.255617	0.0575954	0.190515	0.357143	0.431163	0.166142	0.303763	0.366361	0.375756	0.158725	0.416534	0.38102	0.301432	0.0753101	0.419276	0.256765	0.188698	0.301482	0.387867	0.112686	0.34949	0.245783	0.228303	0.370229	0.184362	0.419445	0.175552	0.218121	0.404629	0.129079	0.177408	nan	0.134306	0.137828	0.16562	0.143934	0.328358	0.292428	0.221881	0.14696	0.333003	0.205986	0.211197	0.364421	0.350718	0.383818	0.420717	0.0539871	0.223644	0.403359	0.118901	0.147332	0.198568	0.415006	0.435341	0.114433	0.338565	0.365705	0.308858	0.246629	0.345699	0.226409	0.247337	0.355247	0.181484	0.150823	0.365552	0.38781	0.160051	0.161664	0.423243	0.362877	0.251989	0.0513923	0.361111	0.172825	0.181281	0.349741	0.38077	0.177767	0.154955	0.203327	nan	0.11009	0.104185	0.309971	0.406635	0.273562	0.422865	0.394306	0.164381	0.276209	0.182865	0.305479	nan	0.160513	0.184033	0.232661	0.158977	0.416933	0.165702	0.263509	0.368288	0.41258	0.0703309	0.187631	0.407415	0.411934	0.0707685	0.261503	0.305525	0.115623	0.0227273	0.147328	0.164092	0.425325	0	0.114393	0.347212	0.377215	0.393781	0.397193	0.305959	0.103756	0.417375	0.330507	0.326262	0.415382	0.244023	0.119659	0.381234	0.315376	0.25	0.197684	0.283226	0.332915	0.323064	0.386749	0.179792	0.150388	0.15708	0.163927	0.272727	0.1627	0.0956332	0.0536353	0.123205	0.137115	0.192943	0.384627	0.0452301	0.27305	0.387139	0.412703	0.145589	0.288169	0.376254	0.252137	0.386452	0.0812922	0.080747	0.285546	0.426167	0.271059	0.283393	0.166542	0.11617	0.263206	0.197358	0.129284	0.211538	0.255853	0.310898	0.38961	0.377265	0.15279	0.375491	0.184982	0.110251	0.412	0.288915	0.214976	0.320047	0.124801	0.404048	0.242862	0.108116	0.264587	0.303758	0.420375	0.103563	0.21541	0.229323	0.256129	0.113836	0.138285	0.214398	0.243421	0.298301	0.372292	0.32681	0.155776	0.0695692	0.393423	0.0601394	0.227296	0.284841	0.364212	0.388844	0.0178571	0.267857	0.146344	0.155883	0.108917	0.0931354	0.0572323	0.3842	0.17744	0.138498	0.149949	0.151515	0.126802	0.107971	0.196659	0.338765	0.342661	0.360427	0.142308	0.162849	0.284631	0.0953473	0.385859	0.200988	0.214233	0.26519	0.15	0.258412	0.131112	0.11235	0.311287	0.0575251	0.29835	0.37004	0.117476	0.276258	0.257725	0.159876	nan	0.130902	0.193692	0.381153	0.19842	0.144922	0.421451	0.176703	0.414227
96	154	140	188	181	144	93	100.5	164	183	169	127	179	124	160	78	36	86	41	188	160	41	183	195	163	164	171	173	180	209	125	149	188	201	169	92	40	177	37	177	39	146	37	40	117	154	126	72	195	194	41	174	94	176	174	121	216	41	156	218	226	146	168	nan	174	145	168	202	142	66	187	162	152	193	148	109	38	108	95	182	156	197	122	189	141	47	39	188	161	103	186	177	170	181	148	127	253	206	120	37	171	163.5	39	86	179	167	35	162	141	186	117	171	166	174	nan	191	145	103	42	104	109	130	158	145	182	172	nan	166	144	180	165.5	120	151	183	215	40	172	177	65.5	74	188	185	165	182	224	170	176	157	138	172	86	45	36	102	173	207	39	163	180	41.5	164	151	40.5	221	48	189	167	128	99	92	185	150	152	154	398.5	187	148	228.5	154	164	162	117.5	167	178	81	39	159	155	110	65	103	157	174	180	39.5	157	184	152	90	169	203	225	196	158	202	37	123	191	87	164	165	39	151	195	126	161	40	153.5	183	133	188	41	167	149	340	153	171	203	204	143	75	40	134	206	184	40	188	147	162	103	147	128.5	114	145	164	151	191	236	148.5	195	190	162	461.5	138	165	149	155	225	192	131	153	130	180	78.5	134	184	143	136	70	178	193	166	190	202	179	194	181	194	175	nan	185	143	115.5	170	170	38	188	39
49	51	60	76	73	48	59	62.5	63	77	51	58	70	83	53	39	2	1	4	69	56	4	66	73	72	63	65	66	72	68	58	55	68	77	66	0	3.5	70	1	64	2	49	3.5	6	57	50	80	33	79	71	4	62	46	62	68	72	84	6	54	0	99	46	66	nan	68	44	66	76	48	26	77	62	56	80	49	48	5	62	55	68	54	69	43	69	50	11	4	69	57	50	77	70	65	72	49	66	72	78	74	2	67	60.5	3	44	69	57	0	63	60	75	66	66	64	61	nan	77	49	54	7	29	44	40	60	50	66	45.5	nan	64	41	62	60.5	62	56	74	91	3	58	71	30.5	36	69	69	60	73	90	62	70	56	0	68	49	10	3	49	60	87	3	59	68	4.5	63	54	4	95	0	75	57	58	52	54	64	56	57	58	248.5	76	47	62.5	56	58	53	57.5	56	62	41	2	57	54	51	31	66	51	64	71	4	58	73	47	42	66	78	76	73	55	79	0	63	79	48	63	63	5	73	81	53	55	6	52.5	73	40	78	6	55	51	89	49	66	66	78	0	36	5	78	81	60	2	69	47	61	64.5	64	47	46	52	64	57	63	80	79.5	81	76	60	35.5	46	60	52	72	100	71	71	57	37	74	42.5	47	74	41	0	31	71	72	76	63	86	65	67	71	68	70	nan	67	50	78.5	66	67	2	69	4
0.885287	0.834733	1	0.827854	0.827381	0.977638	1	0.89726	0.752897	0.877463	1	0.93938	0.884059	0.980769	0.571486	0.837479	1	1	0.739362	0.77207	0.866701	0.844828	0.59758	0.799116	0.964491	0.804761	0.736973	0.856361	0.570259	0.91207	0.949725	0.727174	0.816729	0.808801	0.853485	nan	0.811475	0.811208	1	0.902886	0.737705	0.807667	1	0.755814	0.94188	0.554574	0.972727	0.940092	0.814099	0.643943	0.759563	0.714473	0.946602	0.670945	0.852079	0.932203	0.902286	0.959184	0.789026	nan	0.923221	0.895348	0.847901	nan	0.708933	0.798338	0.764536	0.827286	0.9238	1	0.859275	0.722192	0.833336	0.801381	0.848072	0.929972	0.933333	0.951456	0.874346	0.787368	0.775427	0.965305	0.642158	0.638149	0.964646	0.746725	0.628099	0.776055	0.822184	0.921429	0.82382	0.817642	0.816698	0.747168	0.960875	0.941416	0.991424	0.857123	0.842202	1	0.817384	0.923982	0.708134	0.857143	0.801478	0.693845	nan	0.770064	0.963529	0.897452	0.933105	0.824499	0.566732	0.588915	nan	0.648906	0.955637	1	0.739796	0.971536	0.748148	0.9792	0.691671	0.913046	0.859451	1	nan	0.723215	0.828861	0.575673	0.930665	0.910915	0.693123	0.861293	0.901502	0.777778	0.785924	0.869214	0.835165	0.832787	0.751568	0.710218	0.937816	0.850208	1	0.939565	0.800363	0.974486	nan	0.578939	0.833333	0.911765	0.837838	0.924242	0.710038	0.751616	0.714286	0.871806	0.929368	0.784753	0.793836	0.893008	0.903846	0.773586	nan	0.874984	0.896542	0.949907	0.904222	0.888889	1	0.73146	0.712627	0.536812	1	0.839815	0.773114	0.98374	0.722578	0.843694	0.795635	0.933708	0.763837	0.880165	0.909091	0.739336	0.949201	0.76266	0.913317	1	0.922414	0.962373	0.731257	0.968324	0.651452	0.786436	0.635771	0.87173	0.637282	0.817432	0.890077	0.891617	1	0.827929	0.84599	1	0.95825	0.878225	0.83414	0.73836	0.696642	0.729323	1	0.799079	0.935446	0.745617	0.75641	0.936706	0.796162	0.897306	0.866302	0.822581	0.598612	0.841906	1	0.776437	0.812093	0.859948	0.715332	nan	0.984962	0.7	0.9375	0.811042	0.938605	0.891892	0.709917	0.958901	0.755313	0.945455	0.932665	1	1	0.714748	0.768693	0.48648	0.787782	0.985388	0.962963	0.894642	0.80458	0.77372	1	0.942881	0.913567	0.903483	0.969697	0.907581	0.949094	1	0.749437	0.967757	0.472042	0.895954	0.917174	0.836341	0.957774	nan	0.965318	0.594212	0.814659	0.964443	0.877613	0.892071	0.919913	0.961262	0.802864	0.974667	0.746398	nan	0.639077	0.850828	1	0.717923	0.748106	0.756303	0.656317	0.782828
0.775561	0.430575	1	0.360714	0.435763	0.848819	1	0.767123	0.377596	0.541322	1	0.666816	0.54402	0.951923	0.17211	0.706468	1	0.833333	0.553191	0.403279	0.401703	0.637931	0.202125	0.359408	0.604329	0.393745	0.342333	0.407705	0.166605	0.411888	0.745483	0.381748	0.197465	0.45329	0.49411	nan	0.688525	0.377239	0.73913	0.470522	0.581967	0.460583	1	0.593023	0.82735	0.254432	0.945455	0.866359	0.419423	0.155433	0.560109	0.271478	0.902913	0.232989	0.457304	0.881356	0.460656	0.857143	0.398685	nan	0.475229	0.437167	0.505767	nan	0.358377	0.211996	0.375402	0.43307	0.603403	1	0.464815	0.39438	0.404198	0.40783	0.438448	0.782913	0.933333	0.864078	0.795812	0.433204	0.255048	0.581981	0.333374	0.316504	0.804867	0.537118	0.442149	0.243639	0.288279	0.82619	0.347148	0.429171	0.352693	0.346121	0.730548	0.721725	0.755575	0.455355	0.711927	1	0.456497	0.534113	0.5311	0.74092	0.332813	0.366198	nan	0.409796	0.729412	0.445895	0.826758	0.454451	0.104584	0.129481	nan	0.167901	0.735014	1	0.602041	0.679401	0.614815	0.850133	0.205973	0.559437	0.47981	1	nan	0.368714	0.339694	0.142873	0.594222	0.685393	0.348856	0.469873	0.472847	0.62963	0.44152	0.516511	0.758242	0.708197	0.332972	0.29364	0.653184	0.526772	1	0.569636	0.380012	0.855144	nan	0.122467	0.833333	0.823529	0.756757	0.878788	0.186406	0.389924	0.506494	0.353201	0.478934	0.623318	0.389123	0.564673	0.788462	0.138693	nan	0.471608	0.527452	0.840445	0.774459	0.795699	0.975	0.405731	0.366891	0.0940453	1	0.489726	0.388195	0.825203	0.381461	0.46391	0.321773	0.732022	0.448935	0.40728	0.81405	0.56872	0.616422	0.208997	0.806533	1	0.831897	0.669269	0.228723	0.843048	0.497925	0.365966	0.107914	0.365487	0.195041	0.384418	0.42097	0.42375	1	0.432849	0.451384	0.888889	0.88668	0.526076	0.713075	0.384376	0.352956	0.62406	1	0.347452	0.60961	0.26427	0.602564	0.52959	0.39153	0.50162	0.400387	0.629032	0.11286	0.469039	1	0.26822	0.417955	0.273401	0.16671	nan	0.947368	0.54375	0.9375	0.305993	0.544705	0.702703	0.289106	0.63956	0.374994	0.877273	0.462077	1	1	0.375852	0.389099	0.114854	0.291565	0.79726	0.944444	0.526151	0.449805	0.39836	1	0.67128	0.553902	0.542512	0.909091	0.45076	0.537532	1	0.391413	0.800935	0.0932023	0.815029	0.626305	0.45151	0.642994	nan	0.897881	0.111122	0.363956	0.824311	0.674642	0.422881	0.412879	0.618779	0.32924	0.682667	0.387656	nan	0.166485	0.474384	1	0.343448	0.371007	0.546218	0.295051	0.575758
0	0	0	1.6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	6.8e-05	0	0	0	0	0	0	0	0	0	nan	4e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	5e-06	0	0	0	0
